Seq. number,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
435,06/09/2005,10485,9.25770094,85977,8.2,82,2.27,1285,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
436,06/10/2005,9588,9.1682676,78238.08,8.16,81,2.28,1280,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
437,06/11/2005,7758,8.95647985,62994.96,8.12,81,2.28,1274,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
438,06/12/2005,7160,8.87626526,58139.2,8.12,87,2.29,1268,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
439,06/13/2005,4938,8.50471567,40047.18,8.11,88,2.29,1254,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
440,06/14/2005,6489,8.77786371,52820.46,8.14,94,2.3,1242,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
441,06/15/2005,17949,9.79528968,1794.9,0.1,82,2.3,1230,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
442,06/16/2005,7500,8.9226583,61725,8.23,70,2.31,1231,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
443,06/17/2005,9622,9.17180742,78515.52,8.16,76,2.31,1232,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
444,06/18/2005,10500,9.25913054,85260,8.12,77,2.32,1232,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,DadsDay,JUNE,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
445,06/19/2005,13192,9.48736586,107646.72,8.16,71,2.32,1233,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,DadsDay,JUNE,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
446,06/20/2005,7192,8.88072458,58902.48,8.19,73,2.33,1241,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
447,06/21/2005,6024,8.70350677,49637.76,8.24,78,2.33,1248,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
448,06/22/2005,15911,9.67476597,1591.1,0.1,84,2.34,1254,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
449,06/23/2005,6666,8.80477526,54727.86,8.21,76,2.34,1260,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
450,06/24/2005,6432,8.76904081,52678.08,8.19,80,2.35,1265,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
451,06/25/2005,6822,8.82790796,55462.86,8.13,88,2.35,1269,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
452,06/26/2005,7130,8.87206651,57753,8.1,86,2.35,1273,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
453,06/27/2005,5713,8.65049956,46446.69,8.13,76,2.36,1248,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
454,06/28/2005,2964,7.99429499,24097.32,8.13,85,2.37,1220,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
455,06/29/2005,20774,9.94145748,2077.4,0.1,86,2.38,1193,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
456,06/30/2005,4073,8.31213511,33357.87,8.19,79,2.39,1168,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
457,07/01/2005,4511,8.41427414,41410.98,9.18,80,2.4,1212,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
458,07/02/2005,11966,9.38982457,109010.26,9.11,84,2.41,1235,yes,RAIN,RAIN,Bugmania,JUL,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
459,07/03/2005,15139,9.62502947,138067.68,9.12,78,2.42,1243,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Bugmania,JUL,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
460,07/04/2005,12026,9.39482625,109917.64,9.14,79,2.43,1274,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Bugmania,JUL,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
461,07/05/2005,5741,8.65538869,52644.97,9.17,79,2.44,1297,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
462,07/06/2005,19359,9.87091271,1935.9,0.1,80,2.45,1315,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
463,07/07/2005,7791,8.9607245,71521.38,9.18,75,2.46,1330,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
464,07/08/2005,589,6.37842618,5348.12,9.08,68,2.48,1342,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
465,07/09/2005,15364,9.63978239,140426.96,9.14,83,2.49,1352,yes,RAIN,RAIN,TigerTales,JUL,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
466,07/10/2005,16357,9.70241122,149012.27,9.11,93,2.5,1360,yes,SUNNY/CLOUDY,PARTLY CLOUDY,TigerTales,JUL,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
467,07/11/2005,4358,8.37976852,39832.12,9.14,94,2.51,1335,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
468,07/12/2005,12443,9.42891349,113853.45,9.15,86,2.52,1311,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
469,07/13/2005,25152,10.1326927,2515.2,0.1,79,2.53,1287,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
470,07/14/2005,8611,9.06079573,78876.76,9.16,81,2.53,1264,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
471,07/15/2005,7165,8.87696334,65416.45,9.13,82,2.53,1242,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
472,07/16/2005,7834,8.96622851,71289.4,9.1,83,2.53,1221,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,ButterflyBlast,JUL,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
473,07/17/2005,5036,8.5243674,45777.24,9.09,79,2.53,1201,yes,RAIN,RAIN,ButterflyBlast,JUL,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
474,07/18/2005,4519,8.41604601,41439.23,9.17,88,2.53,1213,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
475,07/19/2005,5569,8.62497078,50844.97,9.13,92,2.53,1224,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
476,07/20/2005,40858,10.6178579,4085.8,0.1,92,2.53,1234,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
477,07/21/2005,15222,9.63049703,139129.08,9.14,91,2.53,1243,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
478,07/22/2005,6807,8.82570677,62011.77,9.11,92,2.53,1252,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
479,07/23/2005,11561,9.35539264,105320.71,9.11,87,2.53,1261,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
480,07/24/2005,12995,9.47231995,117994.6,9.08,88,2.53,1269,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
481,07/25/2005,5468,8.6066682,49977.52,9.14,90,2.53,1245,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
482,07/26/2005,8966,9.10119492,81769.92,9.12,89,2.53,1225,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
483,07/27/2005,20134,9.91016521,2013.4,0.1,94,2.53,1212,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
484,07/28/2005,12334,9.42011496,112856.1,9.15,80,2.53,1195,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
485,07/29/2005,10382,9.24782882,95202.94,9.17,83,2.53,1177,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
486,07/30/2005,12063,9.3978982,109773.3,9.1,83,2.54,1161,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
487,07/31/2005,12960,9.46962297,117936,9.1,80,2.54,1145,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
488,08/01/2005,6872,8.83521046,62947.52,9.16,82,2.55,1172,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
489,08/02/2005,5932,8.6881167,53921.88,9.09,96,2.56,1197,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
490,08/03/2005,25267,10.1372545,2526.7,0.1,95,2.57,1222,yes,SUNNY/CLOUDY,Sunny,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
491,08/04/2005,5327,8.58054351,48369.16,9.08,91,2.57,1245,yes,SUNNY/CLOUDY,Sunny,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
492,08/05/2005,5059,8.52892411,46087.49,9.11,95,2.58,1267,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
493,08/06/2005,11426,9.34364674,103976.6,9.1,86,2.59,1288,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,Kidsday,AUG,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
494,08/07/2005,12397,9.42520979,112812.7,9.1,85,2.6,1308,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,Kidsday,AUG,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
495,08/08/2005,5803,8.6661303,53097.45,9.15,83,2.6,1286,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
496,08/09/2005,4987,8.51458981,45531.31,9.13,81,2.61,1261,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
497,08/10/2005,30361,10.3209142,3036.1,0.1,86,2.62,1238,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
498,08/11/2005,6324,8.7521072,57611.64,9.11,92,2.63,1216,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
499,08/12/2005,4935,8.50410795,45056.55,9.13,91,2.63,1195,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
500,08/13/2005,5191,8.55468164,47186.19,9.09,94,2.64,1175,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Bugmania,AUG,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
501,08/14/2005,5141,8.54500289,46680.28,9.08,91,2.65,1155,yes,RAIN,RAIN,Bugmania,AUG,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
502,08/15/2005,4773,8.47073032,43577.49,9.13,80,2.66,1125,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
503,08/16/2005,6719,8.81269461,61613.23,9.17,76,2.66,1126,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
504,08/17/2005,36331,10.5004267,3633.1,0.1,89,2.67,1128,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
505,08/18/2005,8143,9.00491394,74508.45,9.15,81,2.68,1130,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
506,08/19/2005,4442,8.39886,40377.78,9.09,77,2.72,1131,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
507,08/20/2005,7284,8.89343544,66357.24,9.11,83,2.75,1132,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,Kidsday,AUG,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
508,08/21/2005,7467,8.91824859,67875.03,9.09,94,2.79,1134,yes,RAIN,RAIN,Kidsday,AUG,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
509,08/22/2005,7090,8.86644062,64660.8,9.12,89,2.83,1135,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
510,08/23/2005,9229,9.13010598,84445.35,9.15,83,2.87,1105,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
511,08/24/2005,38348,10.5544577,3834.8,0.1,81,2.91,1076,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
512,08/25/2005,10415,9.25100235,95297.25,9.15,83,2.95,1049,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
513,08/26/2005,8024,8.99019233,73339.36,9.14,84,2.99,1024,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
514,08/27/2005,10164,9.22660734,92695.68,9.12,82,3.03,999,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
515,08/28/2005,6807,8.82570677,61875.63,9.09,82,3.07,983,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
516,08/29/2005,6079,8.71259549,55501.27,9.13,84,3.11,898,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
517,08/30/2005,2813,7.94200681,25570.17,9.09,85,3.15,849,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
518,08/31/2005,13828,9.5344508,1382.8,0.1,85,3.2,823,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
519,09/01/2005,5825,8.66991428,53065.75,9.11,86,3.24,814,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
520,09/02/2005,5751,8.65712903,52736.67,9.17,90,3.28,815,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
521,09/03/2005,10629,9.27134139,97149.06,9.14,83,3.33,824,yes,SUNNY/CLOUDY,PARTLY CLOUDY,RetroWeeknd,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
522,09/04/2005,15941,9.67664969,145381.92,9.12,83,3.37,830,yes,SUNNY/CLOUDY,PARTLY CLOUDY,RetroWeeknd,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
523,09/05/2005,13461,9.50755189,122629.71,9.11,80,3.42,789,yes,SUNNY/CLOUDY,PARTLY CLOUDY,RetroWeeknd,SEP,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
524,09/06/2005,3658,8.20467183,33470.7,9.15,79,3.39,752,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
525,09/07/2005,11428,9.34382176,1142.8,0.1,79,3.36,719,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
526,09/08/2005,1900,7.54960917,17594,9.26,83,3.33,688,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
527,09/09/2005,1972,7.58680354,18260.72,9.26,82,3.3,660,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
528,09/10/2005,7200,8.88183631,65880,9.15,80,3.27,633,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Grandparents,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
529,09/11/2005,7629,8.93971205,69729.06,9.14,77,3.24,609,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Grandparents,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
530,09/12/2005,1617,7.38832786,14973.42,9.26,90,3.21,616,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
531,09/13/2005,1250,7.13089883,11475,9.18,89,3.18,624,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
532,09/14/2005,4835,8.48363641,483.5,0.1,81,3.15,631,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
533,09/15/2005,576,6.35610766,5351.04,9.29,82,3.12,638,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
534,09/16/2005,785,6.66568372,7261.25,9.25,81,3.09,644,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
535,09/17/2005,10212,9.23131878,93133.44,9.12,83,3.06,651,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HispanicWeekend,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
536,09/18/2005,12993,9.47216603,118885.95,9.15,83,3.04,656,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HispanicWeekend,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
537,09/19/2005,1499,7.3125535,13835.77,9.23,85,3.01,631,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
538,09/20/2005,960,6.86693328,8851.2,9.22,83,2.98,607,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
539,09/21/2005,6148,8.7238821,614.8,0.1,83,2.95,584,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
540,09/22/2005,1974,7.58781722,18239.76,9.24,83,2.93,562,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
541,09/23/2005,2315,7.74716497,21367.45,9.23,87,2.9,541,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
542,09/24/2005,7668,8.9448111,69855.48,9.11,73,2.89,521,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
543,09/25/2005,6793,8.82364795,62088.02,9.14,72,2.89,502,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
544,09/26/2005,893,6.79458658,8197.74,9.18,80,2.88,451,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
545,09/27/2005,1384,7.23273314,12885.04,9.31,77,2.87,416,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
546,09/28/2005,5540,8.61974978,554,0.1,74,2.86,387,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
547,09/29/2005,851,6.74641213,7931.32,9.32,75,2.86,361,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
548,09/30/2005,2132,7.66481579,19955.52,9.36,83,2.85,339,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
549,10/01/2005,6288,8.74639833,57283.68,9.11,71,2.84,319,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
550,10/02/2005,7686,8.94715577,70096.32,9.12,78,2.83,301,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
551,10/03/2005,2657,7.88495295,24550.68,9.24,76,2.83,285,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
552,10/04/2005,9199,9.12685006,84722.79,9.21,74,2.82,270,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
553,10/05/2005,18186,9.80840735,1818.6,0.1,76,2.81,256,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Wed,No,NONE,GOOD WEATHER
554,10/06/2005,2112,7.65539064,19641.6,9.3,76,2.8,244,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
555,10/07/2005,1295,7.16626597,11849.25,9.15,75,2.8,232,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
556,10/08/2005,373,5.92157842,3368.19,9.03,73,2.79,221,yes,RAIN,RAIN,Safari,OCT,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
557,10/09/2005,1922,7.56112159,17547.86,9.13,60,2.78,210,yes,RAIN,RAIN,Safari,OCT,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
558,10/10/2005,1973,7.58731051,18013.49,9.13,62,2.78,201,yes,RAIN,RAIN,Safari,OCT,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
559,10/11/2005,728,6.59030105,6690.32,9.19,64,2.77,191,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
560,10/12/2005,957,6.86380339,95.7,0.1,59,2.76,183,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
561,10/13/2005,128,4.85203026,1173.76,9.17,61,2.75,174,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
562,10/14/2005,390,5.96614674,3572.4,9.16,64,2.75,166,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
563,10/15/2005,4165,8.33447155,38193.05,9.17,74,2.74,159,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
564,10/16/2005,4878,8.49249058,44633.7,9.15,66,2.73,152,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
565,10/17/2005,1544,7.34213173,14374.64,9.31,65,2.73,145,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
566,10/18/2005,3885,8.26487826,36208.2,9.32,71,2.72,139,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
567,10/19/2005,8245,9.01736223,824.5,0.1,70,2.71,133,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Wed,No,NONE,GOOD WEATHER
568,10/20/2005,4966,8.51036997,45339.58,9.13,61,2.71,127,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
569,10/21/2005,6656,8.80327398,61501.44,9.24,55,2.7,121,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
570,10/22/2005,541,6.29341928,4966.38,9.18,53,2.69,116,yes,RAIN,RAIN,BooZoo,OCT,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
571,10/23/2005,4958,8.50875771,45266.54,9.13,56,2.68,111,yes,RAIN,RAIN,BooZoo,OCT,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
572,10/24/2005,1329,7.19218206,12226.8,9.2,53,2.68,106,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
573,10/25/2005,370,5.91350301,3378.1,9.13,52,2.67,101,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
574,10/26/2005,4002,8.29454952,400.2,0.1,52,2.66,97,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
575,10/27/2005,3224,8.0783781,29886.48,9.27,50,2.66,93,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
